Gia_tri,So_luong
Trưởng Phòng Đảm Bảo Chất Lượng Dịch Vụ CNTT - QA Manager - Khối Công Nghệ Thông Tin (HO25.281),1
Kỹ Sư Triển Khai Mạng (Network Engineer),1
Business Analyst (BA) – Business Solutions (Min. 3 Years),1
Tester Leader ( Banking / Fintech / Securities Domain ),1
Game Tester (Fresher-Middle Level),1
Senior QC Engineering (Project 12 Months),1
IT Infrastructure,1
Application Leader (Trưởng Nhóm Triển Khai & Vận Hành Phần Mềm F&B),1
Software Engineer (Embedded LINUX / DC Fast Charger),1
Business Analyst Executive (ERP and Internal System Implementation),1
(Senior) Quality Engineer,1
Kiến Trúc Sư Hệ Thống,1
Project Manager (PM) Nền Tảng Kỹ Thuật Developer,1
Process Automation & IT Engineer (AI Engineer Developer) - 01 Year contract,1
3D Designer (3D Max Expert),1
Kỹ Sư Phát Triển Ứng Dụng (Application Developer) - Làm Việc Tại Hà Nội - Nghỉ Thứ 7 & CN,1
Research Support Analyst,1
Software Engineer (English OR Chinese Speaking),1
Solution Architect ( Securities Domain ) Tech SA Chứng khoán,1
Deputy Business Analyst Manager (Banking / Securities Industry),1
Test Development Engineer,1
Chuyên Viên Phân Tích Nghiệp Vụ - Business Analyst,1
Leader of Livestream Operation Team,1
Data Analyst (Power BI),1
Giám Đốc Trung Tâm Chuyển Đổi Số,1
Distributor Management System Specialist,1
Tech Project Manager (Quản Lý Dự Án Công Nghệ),1
IT Support Cloud Security HN (English Fluent - Fixed Nightshift - Open To Fresher),1
Automation Software Engineer Motion Control,1
Business Analyst (Government Sector),1
Thực Tập Sinh Tự Động Hóa Quy Trình Vận Hành Doanh Nghiệp,1
Chuyên viên phát triển và triển khai dự án chuyển đổi số,1
Digital Platform Head,1
Product Setup Staff,1
Data Analyst MIS Leader,1
Web and Content Systems Officer,1
Fullstack Developer (Middle),1
Kỹ Sư Quản Trị Cơ Sở Dữ Liệu - DBA,1
Kỹ Sư Quản Lý Chất Lượng Sản Phẩm phần mềm (PQA),1
Kỹ Sư AI CV,1
Technical Leader - Backend Lead ( Java / Spring boot / AWS ),1
Cyber Security Engineer ( AppSec ) IT Security,1
Automation Tester ( Banking / Finance Domain ),1
Technical Support Engineer - Full-Time Engineer Intern,1
Phó Trưởng Phòng Phân Tích Nghiệp Vụ (BA),1
Junior UI/UX Designer,1
Java Developer (Team Lead),1
Senior Backend Engineer - AGI,1
Chuyên Viên Kiểm Thử - Manual Tester (Core Banking) - Khối Công Nghệ & Dữ Liệu,1
Chuyên Gia Tư Vấn Kiến Trúc Hạ Tầng CNTT,1
Tester (Manual & Automation),1
Kỹ Sư Quản Lý Chất Lượng,1
Senior/middle Back-end Developer (NodeJS),1
Nhân Viên Phòng QA,1
Chuyên Viên An Ninh Bảo Mật,1
Odoo Developer Lead,1
Nhân Viên Lập Trình Máy Vision,1
Nhân Viên Lập Trình PC,1
Nhân Viên Kỹ Thuật Thiết Bị An Ninh (800-1500$),1
IT Application Specialist (Chuyên Viên IT Ứng Dụng _ ERP),1
Chuyên Viên Truyền Thông Thương Hiệu,1
IT Support (Hỗ Trợ Hệ Thống CNTT),1
Lập trình viên (Fullstack Developer),1
Senior AI Engineer (Computer Vision/ NPL / LLM) - Khối Công nghệ thông tin (HO25.366),1
QA/QC Tester,1
Nhân Viên QC (Quality Control Kiểm Tra Chất Lượng Sản Phẩm),1
Backend Engineer (Python/ Django) Edtech/ English Learning App - Salary Up to 25M VND Net/month,1
Staff - Technology Assurance - Hanoi Office,1
Frontend Developer (ReactJS) Edtech/ English Learning App - Salary Up to 25M VND Net/month,1
Mobile Developer (Flutter) - Salary Up to 25M VND Net/month,1
Back-end Developers,1
Nhân Viên IT Phát Triển Phần Mềm - IT Developer,1
Kỹ Sư IT Phần Mềm SFCS (Shop Floor Control System),1
Kỹ Sư IT Phần Mềm AP,1
AI Engineer (From 2 Years Of Experience),1
Full-Stack Engineer (NodeJS and React),1
Deputy Mobile Dev Manager ( Banking / Securities / Finance ),1
Security and Infrastructure Manager ( Banking / Finance / Securities Domain ),1
CTO ( Securities / Fintech Domain ) Giám Đốc CNTT Chứng Khoán,1
Front-End Developer (Middle + Senior),1
IT Cyber Security,1
Manager – Cyber Security,1
Senior Consultant _ Cyber Security,1
Middle/Senior Full-Stack Developer,1
Nhân Viên Phân Tích Nghiệp Vụ CNTT,1
Chuyên Viên IT Nội Bộ Chuyên Sâu (Nam Dưới 30 Tuổi),1
DevOps Engineer (English required - Up to 55M),1
"Senior Backend Developer (C#, .NET - English required - Up to 80M)",1
Senior Technology Risk Consultant in HCMC Office,1
SAP S4 Fi/sd Consultant (Tax Deploy - Open for Tax Consultant/accountant with SAP),1
Staff Hardware Design Engineer,1
Trưởng Nhóm An Ninh Thông Tin - SOC Manager,1
Senior QA Engineer — Secure BMC System,1
Senior Technology Assurance - Ha Noi Office,1
[HCM] Chuyên Viên Số Hóa Quy Trình (Business Analyst),1
Project Management,1
Lập Trình Viên IT – Tập Trung Về Tự Động Hóa & AI BOT,1
Senior Network Engineer,1
Kỹ Sư SCADA (FDI Company),1
IT Security Engineer Cybersecurity & Networks,1
IT Operations Officer (Core System Management),1
Business Analyst (Core System),1
Data Engineer (Lương 20-35Tr/tháng),1
Senior Executive - IT,1
Senior AI/ LLM Engineer,1
"Kỹ Thuật Máy Chủ, Mạng",1
Risk Modelling Expert/data Science Expert,1
SAP Support & Development Specialist Asia,1
Mid-Level Front-End Engineer (Nuxt.js) (Salary 1000$),1
Nhân Viên IT Support,1
Kỹ Sư Lập Trình Web Frontend,1
Lập Trình Viên NodeJS,1
Lập Trình Viên PHP,1
Lập Trình Viên .Net,1
Software Developer,1
Presales Engineer (Security domain),1
QA Leader,1
Quản Lý Dự Án Số Hoá (Lương Up to 1300$/ Tháng),1
Senior Quality Assurance - QA HCM (Call Center/BPO - English Fluent - Offer Up To 24M),1
IT Support HCM (English Fluent - Tech Background - Offer Up To 24M),1
Data Engineer and Dashboard Sr Staff(Long An),1
Chuyên Viên Devops,1
"Technical Support Specialist, IT Department, Head Office",1
IPC Staff - Nhân viên kiểm soát Chất lượng sản xuất,1
Senior Full-Stack App Developer IoT,1
IT Support Dynamics (N1-N2 Japanese - Offer Up To 26M - Open To Fresher),1
Automation Software Engineer (Bac Ninh),1
Head Of Technology,1
System Software Engineer,1
Java Developer (Middle),1
Full-Stack Developer - Focus on Vue.js (Up to 30M VND),1
Penetration Tester,1
Chuyên Viên Cao Cấp Kiến Trúc Giải Pháp Dữ Liệu - Data Architect - Khối Dữ Liệu (HO25.298),1
Chuyên Viên Quản Trị Ứng Dụng - Application Management (AM) - Khối Công Nghệ Thông Tin (HO25.297),1
AI Data Science Manager,1
Security Engineer - Red Team - Khối Công Nghệ Thông Tin (HO25.294),1
Senior Full Stack Developer,1
Vận Hành IT - Tiếng Hàn,1
MES Developer - Có Xe Đưa Đón Từ Hà Nội,1
Software Engineer (Hybrid/remote Job),1
Chuyên Viên Phát Triển Phần Mềm - Low Code,1
Semiconductor Technical Expert,1
Web Developer Direct Hire with Australian Business Fully Remote,1
Manufacturing System Application (Newly Setup EU Company),1
Footwear QC Inspector - Hải Phòng/ HCM,1
IT User Support,1
Chuyên Viên Công Nghệ Thông Tin (IT Specialist) - Mảng HOSPITALITY (làm việc tại Lâm Đồng),1
(Senior) BI Analyst (E-Commerce),1
Chuyên Viên IT (IT Specialist) (Thu Nhập Tới 25Tr/ Tháng),1
Video Content Creator & Editor,1
Fullstack Software Engineer (Intermediate),1
"Fullstack Developer (Php| Laravel, Nextjs)",1
"Back-end Developer (Java, SQL, Spring, English,chinese)",1
IT Project Manager ( Banking / Finance / Securities / Insurance Experience),1
Backend Engineer Be Dev ( Java / Spring Boot / Aws ),1
Security Consultant (Open for Engineer/IT Comtor with Japanese & English),1
Senior Business Analyst (Thiên Về IT),1
AI Engineer – Hà Nội,1
Chuyên Viên Quản Trị Ứng Dụng Và Cơ Sở Dữ Liệu,1
Data & AI Engineer,1
Trưởng Nhóm IT (Cần Gấp),1
Manual Tester ( Banking / Finance Domain ),1
Pre Sales Engineer - Hỗ Trợ Tư Vấn Kỹ Thuật Sản Phẩm ICT,1
Python Developer (Fresher),1
Chuyên Viên Quản Trị Dự Án,1
System Engineer (Junior),1
"Helpdesk/ IT Support (Quản Trị Mạng Nội Bộ, Setup Máy Móc)",1
Chuyên viên IT (Tiếng Nhật Thành thạo),1
Scrum Master (EN),1
Middle QA Engineer,1
Senior UI UX Designer,1
Product Development Manager AI,1
Chuyên Viên Vận Hành Công Nghệ,1
Kỹ Sư Phát Triển Phần Mềm (Software Developer),1
Chuyên Viên Phân Tích Nghiệp Vụ (BA - Business Analyst),1
IT Helpdesk,1
Backend Developer (Java),1
IT Staff,1
Lead Frontend Engineer (Remote),1
Data & Business Analyst Green Coffee & Agricultural Commodity Export,1
Business Intelligence Engineer (Contractor),1
Fullstack Web Developer (Làm Việc 5 Ngày/ Tuần),1
Kỹ Sư Bảo Mật Hệ Thống Thông Tin,1
Designer /Chuyên Viên Thiết Kế Sản Phẩm,1
Business Analyst Executive (FMCG),1
Transportation Manager,1
[HCM] Data Engineer,1
[HCM] Data Analyst,1
Nhân Viên Hỗ Trợ Ứng Dụng,1
Senior Digital Business Analyst,1
"Application Support, IT Department, Head Office",1
Chuyên Viên Quản Trị Hệ Thống (Sysadmin) - Mã Số: Vhqt-03,1
Product Owner - Digital Customer,1
Planning Officer,1
Technical Support Engineer (IT Background - English Fluent - Up To 24M),1
Senior SAP PP Consultant,1
Senior SAP Analytics Consultant,1
Risk Analyst,1
AI Integration Specialist,1
Project Manager/quản Lý Dự Án (PM - Tiếng Nhật Thành thạo),1
Embedded Software (Fresher/Middle),1
Data Analyst (MIS Officer),1
"Chuyên Viên Phân Tích Nghiệp Vụ ERP, CRM",1
Senior System Analyst (Power BI),1
"IT Business Analyst (Software Detailed Design, 3 Yoe+ As Developer)",1
Technical Assistant (It-Focused),1
Nhân Viên IT (IT Staff),1
Power Amplifier Designer (PAD),1
"Senior Associate/ Associate, Product Management, SPX Express",1
"IT Helpdesk (25M - 30M, open to negotiate)",1
YÊU CẦU TUYỂN DỤNG KỸ SƯ MACHINE VISION/AI,1
UX Designer (Remote),1
Data Privacy Intern,1
IT Helpdesk cum Admin Support,1
Phó Phòng Triển Khai Dịch Vụ ICT/ Công Nghệ Thông Tin,1
IT Associate Manager,1
ERP Project Manager,1
IT Assistant Manager (Transport Management System),1
Back End Developer with Node.js,1
"Assistant Manager, Business Analyst",1
Product Operations Lead,1
QA Engineer I Chinese I Electronics,1
IT System Administrator (Cloud Infrastructure),1
Senior Application Engineer (Lithography),1
Lập Trình Nhúng,1
IT Helpdesk Engineer,1
Chief Technology Officer (Retail),1
Technical Lead (ReactJS/ Nextjs),1
"Coo, Data Intelligence Group (Ho Chi Minh City)",1
Chuyên Viên Phân Tích Dữ Liệu - Mã Số: Qldv-02,1
Chuyên Viên Phân Tích Nghiệp Vụ - Mã Số: Qldv-01,1
Chuyên Viên Lập Trình Frontend - Mã Số: Ptud-02,1
"Trợ Lý Số & AI Cho CEO / Anh Chị Quản Lý Cấp Cao, Những Người Đã Hiểu Sâu Về Digital, Data và AI",1
Senior Designer,1
Head of Production Assistant,1
Trợ Lý và Tư Vấn Chiến Lược AI,1
ERP Manager,1
Senior UX/UI Designer,1
AI LLM Engineer / Researcher (R&D),1
Chuyên Viên Phát Triển Phần Mềm,1
Phụ Trách IT - Chuyển Đổi Số,1
Deputy Head of Brand and Growth,1
Junior Front-End Developer,1
Junior Full-Stack Developer,1
BI & AI (senior executive),1
Chuyên Gia Quản Trị Chuyển Đổi (PM) - MSB DF - 3I116,1
Business Analyst Senior Manager,1
IT Helpdesk Tại Tp Hồ Chí Minh,1
Nghiên Cứu Ứng Dụng AI & Automation (Chấp Nhận Fresher),1
"Senior Project Manager (6 Years+ Experience, Fluent English, Full SDLC)",1
"Senior Associate, Product Operations, SPX Express (Preferred Project management)",1
[HCM - Local] IT Global Business Support (Vietnam Base),1
"AI Developer - Llm, Chatbot, Prompt (Chấp Nhận Fresher)",1
Web Apps AI Engineer,1
Embedded Engineer I & II,1
Chuyên viên cao cấp Phân tích Quản trị Dữ liệu,1
"Vận Hành Máy Phay CNC , Tiện CNC",1
Kỹ sư Tender,1
Kỹ Sư Xây Dựng/ Biện Pháp Thi Công/ QS/ MEP,1
Trợ Lý Giám Đốc ( Tiếng Trung )-Ưu Tiên SV Mới Ra Trường,1
Kỹ Sư Điều Hòa,1
Nhân Viên Kế Toán Tổng Hợp Đi Làm Ngay ( Hà Nội ),1
[Hà Nội] Kỹ Sư Quản Lý Thiết Kế - Ban Kỹ Thuật,1
[Hot Job] Tuyển Gấp Nhân Viên Quản Lý Chất Lượng,1
Chuyên Viên Phát Triển Kênh Phân Phối Và Đối Tác Cấp 2,1
QA System & Document Control Engineer,1
QMS Engineer/ Specialist,1
Process R&D Engineer,1
Chuyên Viên Phát Triển Cộng Đồng - Community Specialist (Creators & Affiliate),1
Digital Marketing Executive - Đà Nẵng (Tuyển Gấp),1
Thành Viên Tiêu Ban Tài Chính,1
Private Duty Nurse / Old-Sitter (Up to 700 USD/ month),1
Trưởng Phòng Kỹ Thuật Quản Lý In Offset & Thiết Bị,1
Giám Sát Công Trình,1
Kỹ Sư Thành Thạo Tiếng Nhật / Anh,1
QA Supervisor Thành Thạo Tiếng Anh,1
Senior/Manager Data Scientist - Fintech,1
Frontend Developer (Shopify/Wordpress Developer),1
"DevOps Engineer (AWS, Cloud, Kubernetes, Python)",1
SAP Business Analyst (3-4Yoe),1
CV Phân tích và thiết kế Mô hình dữ liệu - Data Analyst,1
Quality Assurance (QA),1
CVCC Kiến trúc Giải pháp Dữ liệu- Data Architect,1
"CV, CVCC Khoa học Dữ liệu - Data Scientist",1
"Senior TypeScript Dev (React, Express, Frontend focus)",1
[US Market] Sr Tech Lead/Fullstack Dev Up to 70m VND,1
Chief Information Officer (Head of AI),1
(Blue Team) Security Engineer - Relocate to Dubai (UAE),1
Kỹ Sư Hệ Thống/Kỹ Sư Máy Chủ (System/Server Engineer),1
Trưởng Phòng Vận Hành Hạ Tầng & điện toán đám mây,1
Mobile Developer (Swift/ Kotlin),1
"Senior Backend Developer (Python, Django, MySQL)",1
[ShopeeFood] Product Manager,1
[Ho Chi Minh] QA Engineer,1
TimeEdit - Quality Assurance Engineer,1
PHP Cloud Service (SaaS) Developer,1
"Senior Software Engineer (Java, Angular) Upto 50M",1
"NestJS Backend Developer (NodeJS, API, RabbitMQ, Kafka)",1
"Dynamics 365 CRM Developer (.NET, English)",1
SAP EWM Consultant (English),1
Windows Application Engineer (C#/C++),1
"Middle AI and Data Engineer (Python, AWS)",1
Test Engineer (Manual & Automation),1
Middle/Senior Java Engineer,1
"Cybersecurity Engineer (Red Team) - Relocate Dubai,UAE",1
"Senior Java Developer (Spring Boot,JavaEE,Good English)",1
Senior Backend Engineer (Golang/Python/NodeJS),1
"QA Lead (QA, English, Test strategy & planning)",1
Japanese Speaking Project Manager,1
Backend Engineer (Java/Spring) - GSaaS,1
Frontend Engineer (JavaScript) - Captcha,1
Senior Frontend Engineer (React/Vue) - WHALE Browser,1
Chuyên viên An ninh bảo mật CNTT (Security),1
"Bridge Software Engineer (onsite in Tohoku, Japan)",1
"Chuyên viên Quản trị cơ sở dữ liệu - DBA (Database,SQL)",1
Korean IT Comtor (Open for Project Manager) - HCM,1
QA Tester (Up to $1000 - Urgent),1
"Senior QA Automation Engineer (Playwright, Typescript)",1
Section Manager (Java/Ruby/Golang),1
"Senior Full Stack Developer (.NET, React, Node.js)",1
Senior Robotics Mechatronics Engineer,1
C/C++ & MCU Developer,1
"Principal/ Senior Golang Engineer (Backend, AWS, mySQL)",1
Principal/Senior Frontend Engineer,1
CV Khoa học dữ liệu (Machine Learning/Deep Learning/AI),1
"Unity 3D Developer (Virtual Avatar Chatbot, Real-time)",1
Manual QA Engineer (QA QC/Tester/English),1
"Senior Angular Developer (JavaScript, TypeScript)",1
Machine Learning Engineer - Up to 3500$,1
"Senior .Net Developer (AI Integration, English)",1
Director of Engineering - Fintech,1
Senior Golang Dev (Go/English),1
Senior DevOps (Jenkins/CI/CD/English),1
Senior Frontend Developer (Angular/TypeScript),1
Data Engineer (DBA),1
Fresher Software Developer,1
"Full Stack Developer (Java, Springboot, React)",1
"Back End Developer (Java, MySQL, Spring)",1
Senior Automation Tester (Python/English),1
Junior/Middle Backend Developer (NodeJS/NestJS),1
Frontend Developer – ERP System (JavaScript/ReactJS),1
Unity Developer (New Games - Hybrid Casual Games),1
Senior iOS Engineer (Swift),1
Front-end Developer (React Native/ ReactJS),1
"Software Consultant (Business Analyst ,ERP)",1
Head of Quality Assurance - Joining Bonus Up to 55Mil,1
Senior Embedded C/C++ Software Engineers (Automotive),1
Quality Assurance (QA) Tester,1
Lead Java Engineer,1
"Full-Stack (PHP, Node.js) - More Than Just a Coder",1
Product Owner (Fintech) Up to 35m,1
"[Remote or Hybrid] QA (Tester, QA QC)",1
"Senior Automation QA Engineer (QA QC, Tester)",1
"Senior System Admin (Linux, Unix, Windows, Python)",1
Kỹ sư phần mềm (N3+ Tiếng Nhật),1
"Senior Frontend Software Developer (ReactJS, English)",1
MES & Process Optimization Specialist,1
Pre-Sales Engineer,1
[SPX Express] Senior Product Management (Discovery),1
Senior Backend Engineer_Java/English,1
Data Analyst_Python/SQL/English,1
"Senior Software Engineer, Customer Data Platform",1
Senior Fullstack Engineer (Ruby/Python/Go/Typescript),1
"QA Manager/Lead (Automation & Manual Test, QA QC)",1
Chuyên gia Phân tích dữ liệu (Senior Data Analyst),1
CVCC Quản trị Ứng dụng hạ tầng doanh nghiệp - K.CNTT,1
Kỹ sư trí tuệ nhân tạo (AI/ML Engineering) - K.CNTT,1
CV/CVCC Phân tích dữ liệu (Data Analyst) - K.CNTT,1
CVCC Vận hành nền tảng khai thác dữ liệu - K.CNTT,1
CVCC Vận hành nền tảng tích hợp dữ liệu - K.CNTT,1
Backend Engineer (Java/Spring),1
Senior HRIS SuccessFactors Consultant,1
PHP Developer (PIM/DAM Solutions),1
"Fullstack Developer (Python, Django, MySQL)",1
"AI Engineer (NLP, Python, Keras)",1
Remote Senior Fullstack Engineer,1
"15 Middle/Senior Fullstack (Java, Python & Frontend)",1
Senior Backend Engineer (Go/Java) - EVO,1
"AI/ML Engineering Manager (Python,AI,OOP)",1
"Vision Engineer (C++, C#, Python)",1
Backend Engineer (Go/Java) - DOP,1
Business Analyst - Japanese,1
CX Architect,1
Senior AI Engineering – Computer Vision/Python/ ML,1
Network – System Administrator,1
3D Game/Application Developer (Unity/C#),1
Intermediate/Senior AI Engineer ~30 month salary/year,1
Home Trading System Developer (Frontend - JavaScript),1
"IT System Admin (Cloud Storage, Ceph, Linux)",1
Engineering Manager (SRE/DevOps),1
Enterprise Architect (Banking domain),1
Mid/Senior Java Developer,1
"Senior .NET Developer (C#, ReactJS, English)",1
Middle/Senior Software Engineer (C++),1
Software Engineering Manager,1
.Net Developer,1
Backend Developer (Java/Go) Upto $3000,1
Senior/Lead Ruby on Rail Backend Dev (MySQL/PostgreSql),1
Kỹ Sư Dữ liệu - Data Engineer,1
VAI - Backend Developer (SQL/ MySQL/ OOP),1
VAI - Java Developer (NoSQL/ SQL/ Python/ Scala),1
VAI - Business Analyst (Mockup),1
"Backend Dev (PHP, Laravel) up to 2000$",1
(Techlead) Chuyên gia/Trưởng phòng phát triển phần mềm,1
QA Automation Lead Engineer,1
Mobile Game Designer,1
Back-end Developer (Mid level),1
Front-end Developer (Mid level),1
Security Engineer (Junior/Senior Pentest),1
Android Developer (Mid-Level or Senior),1
Security Operations Engineer - DevSecOps,1
"Chuyên viên DevOps (Linux, Docker, Kubernetes, Cloud)",1
Chuyên viên cao cấp Vận hành Công nghệ (Security/SRE),1
"Data Governance Manager (Database, System)",1
Chuyên viên quản trị cơ sở dữ liệu (Linux/Windows),1
Senior DevOps Engineer (Cloud),1
Phó Giám Đốc Hạ Tầng,1
Site Reliability Engineering (SRE),1
[HCM/DN/Hybrid] Junior/Senior Manual Test Engineer,1
[HCM/DN/Hybrid] Junior/Senior Automation Test Engineer,1
Chuyên Viên Phát Triển Khoa Học Dữ Liệu- Data Scientist,1
Senior Manual Tester (Test Lead),1
Kỹ sư phát triển giải pháp Oracle - Database Developer,1
"[Junior, Middle] Mobile Dev (Flutter, React Native)",1
(All level) Network Administrator,1
Senior Automation Tester,1
Mid/Sr Mobile Dev (iOS/Android) - English required,1
QA Automation Tester (JS),1
Senior Android Developer (Kotlin),1
Senior iOS Native Engineer (Swift),1
Backend Developer (NodeJS),1
.NET Tech Lead,1
IT Business Analyst (BA),1
"Frontend Developer (React JS, JavaScript)",1
"DevOps Engineer (Python, GitlabCI, ArgoCD, Kubernetes)",1
"HRs Digital Transformation (Project Manager, AI, BI)",1
Kubernetes Engineer,1
[Da Nang] Full-Stack Developer (React.JS/Node.js),1
[Da Nang] UI/UX Designer,1
[Da Nang] Scrum Master,1
[Da Nang & Ho Chi Minh] Technical Architect,1
Senior React Frontend Developer,1
Senior DevSecOps,1
Senior Pentester,1
Senior Android Developer - Up to $2000,1
Unity Game Developer,1
Game Server Developer (Fresher/Experienced),1
AI Engineer (Computer Vision/NPL/LLM),1
"AI Engineer (Fresher, Ứng viên chuẩn bị tốt nghiệp)",1
"[Middle, Senior] FullStack Developer (Java,Spring Boot)",1
"[Middle, Senior] BackEnd Engineer (Java, Spring Boot)",1
"Solution Architect (open for SA, Devlead)",1
"[Junior, Senior] BackEnd Engineer (Java, Spring Boot)",1
"[Junior, Senior] FullStack Developer (Java,Spring Boot)",1
Senior Java Developer (Life Insurance Project),1
"Senior Manager, Business Analysis (Insurance Project)",1
"Expert, DevSecOps (Life Insurance Project)",1
Project Manager (Life Insurance project),1
QA Automation Engineer (Website),1
Senior Data Engineer (Life Insurance Project),1
"Senior/Expert, CloudOps (Life Insurance project)",1
"Senior/Expert, IT Security (Life Insurance Project)",1
Fresher/ Junior Mobile Developer,1
Automation Quality Engineer - Contractor 4 months,1
Software Developer (Python & .NET),1
Junior Web Developer (Java/ ReactJS),1
"Viedoc-Senior Fullstack .NET Developer (C#,React,Azure)",1
Automation QA Engineer (QA QC/Tester/Automation Test),1
Senior Game Designer (Game Product Owner),1
Fullstack ReactJS/ NodeJS Developer (Middle/Senior),1
"Senior/Expert Data Engineer (Python/Java, Lake House)",1
"Java Software Engineer (Middle, English)",1
"Senior iOS Engineer (Swift, English)",1
[Ho Chi Minh] Full-Stack Developer (React.JS/Node.js),1
Senior Backend .NET Developer,1
VAI - Project Manager (AI/ Big Data),1
Project Manager (Agile/ Banking),1
AI Talents (Ph.D. Holders),1
Manual Tester/ Automation Tester,1
Sr Microsoft Dynamic 365 Dev (JavaScript/TypeScript),1
Frontend Expert - Joining Bonus Up to 55Mil,1
Python Backend Developer (DevOps Support),1
VDS - Solution Architect (Java/ JavaScript),1
Agility Master in Product Engineering,1
Mid/Sr Rust Engineer,1
"Senior Backend Engineer (Laravel/Symfony, English)",1
Manual Software Test Lead (QA QC),1
Senior Level - Test Engineer ( QC Manual/ Auto Tester),1
"Software Architect (Cloud, CI/CD)",1
Sr. Frontend Engineer (ReactJS & Angular),1
Lead Front-end Developer (VueJS),1
Backend Engineer,1
Senior Software Engineer - Java (Onsite),1
Middle/Senior Business Analyst (Logistics/ERP/English),1
[Manual] Mobile QA Engineer (Tester),1
"Fullstack Engineer (Java, React, TypeScript)",1
đấu thầu,1
giảng viên cơ hữu công nghệ thông tin,1
"Senior DevOps Engineer(Cloud, AWS, Google Cloud, Azure)",1
Data Scientist Expert,1
Chuyên viên chính/cao cấp Lập trình AI,1
Trưởng phòng GenAI & Automation,1
Senior QA Engineer (Manual Software Tester),1
"Fullstack Developer (2 yrs exp, PHP, Laravel, NextJS)",1
Hybrid - Senior iOS Developer (Swift/Objective/English),1
Hybrid - Senior Android Developer (Java/Kotlin/English),1
Full-Stack Developer (Node.js/Next.js) - Level Middle,1
Junior Quality Control Engineer / Tester (QC),1
"Senior Embedded Software Engineer- C/C++, Python, Linux",1
Senior Business Analyst (Project Manager),1
"Senior QC Engineer (QA QC, Tester, Automation)",1
"2+ years Project Manager (PHP, Laravel, VueJS)",1
"Frontend Engineer (ReactJs,NextJs)",1
"Backend Engineer (Java, Kotlin)",1
Security Engineer (Cloud & DevSecOps),1
Tech Services Manager,1
Golang Engineer,1
"Senior/Mid Fullstack Engineer (Go, Java, .Net, Python)",1
"Senior Site Reliability Engineer (ELK, GCP, Kubernetes)",1
Machine Learning Engineer,1
"[Middle, Senior] Mobile Dev (Flutter, React Native)",1
System Engineer (Linux/VMware) Banking Infrastructure,1
IT Business Analyst (Agile),1
Senior Backend Engineer (PHP/NodeJS),1
"Frontend Developer (VueJS, JavaScript, English)",1
"Mid-Senior Backend Java Engineer (Spring, English)",1
"Senior Fullstack Developer (JavaScript, SAP, English)",1
Mid/Senior QA/QC Engineer - 2 Openings,1
"Python Technical Lead (Cloud, FastAPI, Django)",1
".NET Technical Lead (.NET Core, C#, Azure)",1
"Senior Software Developer (Java, English)",1
"Middle/Senior Java API Engineer (Microservice, AWS)",1
Senior Software Engineer,1
IT Manager (Network/Infrastructure/Security),1
Senior Cloud Engineer (Azure),1
"Middle AI Engineer (ML, LLM, Python, English)",1
IT Workplace Engineer (English),1
Senior GRC Specialist (Risk Management/ Cybersecurity),1
Software Developer (Java/JavaScript/Golang/C#/Python..),1
"Backend Developer (Nodejs, NestJS)",1
"Solution Architect (.NET, Python, GCP)",1
"Performance Test Engineer (QA QC, Tester)",1
Senior AI Developer (Python),1
scrum master df 1m465,1
Frontend Software Engineer (Middle/Senior),1
UX Designer,1
"Backend Developer (NodeJS, JavaScript)",1
Java Developer - 45M Gross (Long-term Projects),1
"Senior Solution Architect, API & System Integration",1
"Associate Solution Architect, API & System Integration",1
SOC Engineer,1
Product Manager - SaaS,1
"Junior Software Test Engineer (QA QC, Tester)",1
Senior Software Tester,1
Mid/Senior Frontend (React | TypeScript | Graphql),1
Full-Stack Engineer - NodeJS,1
Senior/Principal PHP Software Engineer,1
Manual QC Executive,1
Senior Business Analyst - Upto 2000$,1
Android OS Developer,1
"Tester (QA QC, Agile, Scrum)",1
"C# Developer (C#, SQL, Oracle, API)",1
"Data Engineer (SQL, Agile)",1
"Backend Golang Developer (Gin/Echo, PostgreSQL, Redis)",1
"Data Engineer (Data Warehouse, ELT, Python)",1
Microsoft Power Platform – Application Developer (.NET),1
"Middle Angular Developer (JavaScript, CSS 3, HTML5)",1
"Mobile Apps Dev (Flutter, Dart, Java, Kotlin, Swift)",1
C#.NET Leader (Japanese) - New Setup Dept - Upto 70M,1
Game Tester (2+ Years Game Testing Experience),1
Senior Java Developer (Fullstack),1
"Senior Data Analyst (Power BI, Python, SQL)",1
Business Analyst Lead/Manager(Contact Center/ CRM/ ERP),1
"Java Backend Developer (Spring Boot, SQL)",1
Senior DevOps Engineer (AWS),1
Senior Software Tester (Mobile App),1
"[Nữ] IT Support (IT Administrator, Networking, SQL)",1
UI/UX Designer,1
"Middle/Senior Software Developer (C#, .NET)",1
Senior Java Engineer,1
20 Manual Tester [Dự Án Banking]- Up to 30M,1
Senior Mobile App Developer,1
Senior Java Developer (Java Spring),1
Senior Back-end Developer (NodeJS),1
Cyber Security & Privacy Services (Networking/Security),1
Power BI Developer,1
"Java Kotlin Dev (OOP, SQL, Spring, Git)",1
Junior Fullstack Engineer (TypeScript/JavaScript),1
"AI Engineer (ML, Deep Learning)",1
Software Engineer (Middle),1
CHUYÊN VIÊN TRIỂN KHAI kiêm KIỂM THỬ PHẦN MỀM,1
Senior Lead Full-stack .NET Developer,1
Product Operation Executive (prefer QC/Tester),1
